0,0,0
0,1,0;1
0,2,0;1;2
0,10,0;10
0,11,0;10;11
0,12,0;10;11;12
0,13,0;10;151;152;13
0,14,0;1;2;14
0,15,0;1;2;14;15
0,16,0;1;2;14;15;16
0,17,0;1;2;14;153;154;17
0,101,0;10;151;152;13;101
0,102,0;10;11;12;102
0,103,0;10;11;103
0,104,0;10;11;104
0,105,0;10;105
0,121,0;1;2;14;153;154;17;121
0,122,0;1;2;14;153;154;17;122
0,123,0;1;2;14;15;123
0,124,0;1;2;14;15;124
0,125,0;1;2;14;125
0,151,0;10;151
0,152,0;10;151;152
0,153,0;1;2;14;153
0,154,0;1;2;14;153;154
0,191,0;10;11;191
0,192,0;1;2;14;15;192
1,0,1;0
1,1,1
1,2,1;2
1,10,1;0;10
1,11,1;0;10;11
1,12,1;0;10;11;12
1,13,1;0;10;151;152;13
1,14,1;2;14
1,15,1;2;14;15
1,16,1;2;14;15;16
1,17,1;2;14;153;154;17
1,101,1;0;10;151;152;13;101
1,102,1;0;10;11;12;102
1,103,1;0;10;11;103
1,104,1;0;10;11;104
1,105,1;0;10;105
1,121,1;2;14;153;154;17;121
1,122,1;2;14;153;154;17;122
1,123,1;2;14;15;123
1,124,1;2;14;15;124
1,125,1;2;14;125
1,151,1;0;10;151
1,152,1;0;10;151;152
1,153,1;2;14;153
1,154,1;2;14;153;154
1,191,1;0;10;11;191
1,192,1;2;14;15;192
2,0,2;1;0
2,1,2;1
2,2,2
2,10,2;1;0;10
2,11,2;1;0;10;11
2,12,2;1;0;10;11;12
2,13,2;1;0;10;151;152;13
2,14,2;14
2,15,2;14;15
2,16,2;14;15;16
2,17,2;14;153;154;17
2,101,2;1;0;10;151;152;13;101
2,102,2;1;0;10;11;12;102
2,103,2;1;0;10;11;103
2,104,2;1;0;10;11;104
2,105,2;1;0;10;105
2,121,2;14;153;154;17;121
2,122,2;14;153;154;17;122
2,123,2;14;15;123
2,124,2;14;15;124
2,125,2;14;125
2,151,2;1;0;10;151
2,152,2;1;0;10;151;152
2,153,2;14;153
2,154,2;14;153;154
2,191,2;1;0;10;11;191
2,192,2;14;15;192
10,0,10;0
10,1,10;0;1
10,2,10;0;1;2
10,10,10
10,11,10;11
10,12,10;11;12
10,13,10;151;152;13
10,14,10;0;1;2;14
10,15,10;0;1;2;14;15
10,16,10;0;1;2;14;15;16
10,17,10;0;1;2;14;153;154;17
10,101,10;151;152;13;101
10,102,10;11;12;102
10,103,10;11;103
10,104,10;11;104
10,105,10;105
10,121,10;0;1;2;14;153;154;17;121
10,122,10;0;1;2;14;153;154;17;122
10,123,10;0;1;2;14;15;123
10,124,10;0;1;2;14;15;124
10,125,10;0;1;2;14;125
10,151,10;151
10,152,10;151;152
10,153,10;0;1;2;14;153
10,154,10;0;1;2;14;153;154
10,191,10;11;191
10,192,10;0;1;2;14;15;192
11,0,11;10;0
11,1,11;10;0;1
11,2,11;10;0;1;2
11,10,11;10
11,11,11
11,12,11;12
11,13,11;12;13
11,14,11;10;0;1;2;14
11,15,11;10;0;1;2;14;15
11,16,11;10;0;1;2;14;15;16
11,17,11;10;0;1;2;14;153;154;17
11,101,11;12;13;101
11,102,11;12;102
11,103,11;103
11,104,11;104
11,105,11;10;105
11,121,11;10;0;1;2;14;153;154;17;121
11,122,11;10;0;1;2;14;153;154;17;122
11,123,11;10;0;1;2;14;15;123
11,124,11;10;0;1;2;14;15;124
11,125,11;10;0;1;2;14;125
11,151,11;10;151
11,152,11;10;151;152
11,153,11;10;0;1;2;14;153
11,154,11;10;0;1;2;14;153;154
11,191,11;191
11,192,11;10;0;1;2;14;15;192
12,0,12;11;10;0
12,1,12;11;10;0;1
12,2,12;11;10;0;1;2
12,10,12;11;10
12,11,12;11
12,12,12
12,13,12;13
12,14,12;11;10;0;1;2;14
12,15,12;11;10;0;1;2;14;15
12,16,12;11;10;0;1;2;14;15;16
12,17,12;11;10;0;1;2;14;153;154;17
12,101,12;13;101
12,102,12;102
12,103,12;11;103
12,104,12;11;104
12,105,12;11;10;105
12,121,12;11;10;0;1;2;14;153;154;17;121
12,122,12;11;10;0;1;2;14;153;154;17;122
12,123,12;11;10;0;1;2;14;15;123
12,124,12;11;10;0;1;2;14;15;124
12,125,12;11;10;0;1;2;14;125
12,151,12;11;10;151
12,152,12;13;152
12,153,12;11;10;0;1;2;14;153
12,154,12;11;10;0;1;2;14;153;154
12,191,12;11;191
12,192,12;11;10;0;1;2;14;15;192
13,0,13;152;151;10;0
13,1,13;152;151;10;0;1
13,2,13;152;151;10;0;1;2
13,10,13;152;151;10
13,11,13;12;11
13,12,13;12
13,13,13
13,14,13;152;151;10;0;1;2;14
13,15,13;152;151;10;0;1;2;14;15
13,16,13;152;151;10;0;1;2;14;15;16
13,17,13;152;151;10;0;1;2;14;153;154;17
13,101,13;101
13,102,13;12;102
13,103,13;12;11;103
13,104,13;12;11;104
13,105,13;152;151;10;105
13,121,13;152;151;10;0;1;2;14;153;154;17;121
13,122,13;152;151;10;0;1;2;14;153;154;17;122
13,123,13;152;151;10;0;1;2;14;15;123
13,124,13;152;151;10;0;1;2;14;15;124
13,125,13;152;151;10;0;1;2;14;125
13,151,13;152;151
13,152,13;152
13,153,13;152;151;10;0;1;2;14;153
13,154,13;152;151;10;0;1;2;14;153;154
13,191,13;12;11;191
13,192,13;152;151;10;0;1;2;14;15;192
14,0,14;2;1;0
14,1,14;2;1
14,2,14;2
14,10,14;2;1;0;10
14,11,14;2;1;0;10;11
14,12,14;2;1;0;10;11;12
14,13,14;2;1;0;10;151;152;13
14,14,14
14,15,14;15
14,16,14;15;16
14,17,14;153;154;17
14,101,14;2;1;0;10;151;152;13;101
14,102,14;2;1;0;10;11;12;102
14,103,14;2;1;0;10;11;103
14,104,14;2;1;0;10;11;104
14,105,14;2;1;0;10;105
14,121,14;153;154;17;121
14,122,14;153;154;17;122
14,123,14;15;123
14,124,14;15;124
14,125,14;125
14,151,14;2;1;0;10;151
14,152,14;2;1;0;10;151;152
14,153,14;153
14,154,14;153;154
14,191,14;2;1;0;10;11;191
14,192,14;15;192
15,0,15;14;2;1;0
15,1,15;14;2;1
15,2,15;14;2
15,10,15;14;2;1;0;10
15,11,15;14;2;1;0;10;11
15,12,15;14;2;1;0;10;11;12
15,13,15;14;2;1;0;10;151;152;13
15,14,15;14
15,15,15
15,16,15;16
15,17,15;16;17
15,101,15;14;2;1;0;10;151;152;13;101
15,102,15;14;2;1;0;10;11;12;102
15,103,15;14;2;1;0;10;11;103
15,104,15;14;2;1;0;10;11;104
15,105,15;14;2;1;0;10;105
15,121,15;16;17;121
15,122,15;16;17;122
15,123,15;123
15,124,15;124
15,125,15;14;125
15,151,15;14;2;1;0;10;151
15,152,15;14;2;1;0;10;151;152
15,153,15;14;153
15,154,15;16;17;154
15,191,15;14;2;1;0;10;11;191
15,192,15;192
16,0,16;15;14;2;1;0
16,1,16;15;14;2;1
16,2,16;15;14;2
16,10,16;15;14;2;1;0;10
16,11,16;15;14;2;1;0;10;11
16,12,16;15;14;2;1;0;10;11;12
16,13,16;15;14;2;1;0;10;151;152;13
16,14,16;15;14
16,15,16;15
16,16,16
16,17,16;17
16,101,16;15;14;2;1;0;10;151;152;13;101
16,102,16;15;14;2;1;0;10;11;12;102
16,103,16;15;14;2;1;0;10;11;103
16,104,16;15;14;2;1;0;10;11;104
16,105,16;15;14;2;1;0;10;105
16,121,16;17;121
16,122,16;17;122
16,123,16;15;123
16,124,16;15;124
16,125,16;15;14;125
16,151,16;15;14;2;1;0;10;151
16,152,16;15;14;2;1;0;10;151;152
16,153,16;15;14;153
16,154,16;17;154
16,191,16;15;14;2;1;0;10;11;191
16,192,16;15;192
17,0,17;154;153;14;2;1;0
17,1,17;154;153;14;2;1
17,2,17;154;153;14;2
17,10,17;154;153;14;2;1;0;10
17,11,17;154;153;14;2;1;0;10;11
17,12,17;154;153;14;2;1;0;10;11;12
17,13,17;154;153;14;2;1;0;10;151;152;13
17,14,17;154;153;14
17,15,17;16;15
17,16,17;16
17,17,17
17,101,17;154;153;14;2;1;0;10;151;152;13;101
17,102,17;154;153;14;2;1;0;10;11;12;102
17,103,17;154;153;14;2;1;0;10;11;103
17,104,17;154;153;14;2;1;0;10;11;104
17,105,17;154;153;14;2;1;0;10;105
17,121,17;121
17,122,17;122
17,123,17;16;15;123
17,124,17;16;15;124
17,125,17;154;153;14;125
17,151,17;154;153;14;2;1;0;10;151
17,152,17;154;153;14;2;1;0;10;151;152
17,153,17;154;153
17,154,17;154
17,191,17;154;153;14;2;1;0;10;11;191
17,192,17;16;15;192
101,0,101;13;152;151;10;0
101,1,101;13;152;151;10;0;1
101,2,101;13;152;151;10;0;1;2
101,10,101;13;152;151;10
101,11,101;13;12;11
101,12,101;13;12
101,13,101;13
101,14,101;13;152;151;10;0;1;2;14
101,15,101;13;152;151;10;0;1;2;14;15
101,16,101;13;152;151;10;0;1;2;14;15;16
101,17,101;13;152;151;10;0;1;2;14;153;154;17
101,101,101
101,102,101;13;12;102
101,103,101;13;12;11;103
101,104,101;13;12;11;104
101,105,101;13;152;151;10;105
101,121,101;13;152;151;10;0;1;2;14;153;154;17;121
101,122,101;13;152;151;10;0;1;2;14;153;154;17;122
101,123,101;13;152;151;10;0;1;2;14;15;123
101,124,101;13;152;151;10;0;1;2;14;15;124
101,125,101;13;152;151;10;0;1;2;14;125
101,151,101;13;152;151
101,152,101;13;152
101,153,101;13;152;151;10;0;1;2;14;153
101,154,101;13;152;151;10;0;1;2;14;153;154
101,191,101;13;12;11;191
101,192,101;13;152;151;10;0;1;2;14;15;192
102,0,102;12;11;10;0
102,1,102;12;11;10;0;1
102,2,102;12;11;10;0;1;2
102,10,102;12;11;10
102,11,102;12;11
102,12,102;12
102,13,102;12;13
102,14,102;12;11;10;0;1;2;14
102,15,102;12;11;10;0;1;2;14;15
102,16,102;12;11;10;0;1;2;14;15;16
102,17,102;12;11;10;0;1;2;14;153;154;17
102,101,102;12;13;101
102,102,102
102,103,102;12;11;103
102,104,102;12;11;104
102,105,102;12;11;10;105
102,121,102;12;11;10;0;1;2;14;153;154;17;121
102,122,102;12;11;10;0;1;2;14;153;154;17;122
102,123,102;12;11;10;0;1;2;14;15;123
102,124,102;12;11;10;0;1;2;14;15;124
102,125,102;12;11;10;0;1;2;14;125
102,151,102;12;11;10;151
102,152,102;12;13;152
102,153,102;12;11;10;0;1;2;14;153
102,154,102;12;11;10;0;1;2;14;153;154
102,191,102;12;11;191
102,192,102;12;11;10;0;1;2;14;15;192
103,0,103;11;10;0
103,1,103;11;10;0;1
103,2,103;11;10;0;1;2
103,10,103;11;10
103,11,103;11
103,12,103;11;12
103,13,103;11;12;13
103,14,103;11;10;0;1;2;14
103,15,103;11;10;0;1;2;14;15
103,16,103;11;10;0;1;2;14;15;16
103,17,103;11;10;0;1;2;14;153;154;17
103,101,103;11;12;13;101
103,102,103;11;12;102
103,103,103
103,104,103;11;104
103,105,103;11;10;105
103,121,103;11;10;0;1;2;14;153;154;17;121
103,122,103;11;10;0;1;2;14;153;154;17;122
103,123,103;11;10;0;1;2;14;15;123
103,124,103;11;10;0;1;2;14;15;124
103,125,103;11;10;0;1;2;14;125
103,151,103;11;10;151
103,152,103;11;10;151;152
103,153,103;11;10;0;1;2;14;153
103,154,103;11;10;0;1;2;14;153;154
103,191,103;11;191
103,192,103;11;10;0;1;2;14;15;192
104,0,104;11;10;0
104,1,104;11;10;0;1
104,2,104;11;10;0;1;2
104,10,104;11;10
104,11,104;11
104,12,104;11;12
104,13,104;11;12;13
104,14,104;11;10;0;1;2;14
104,15,104;11;10;0;1;2;14;15
104,16,104;11;10;0;1;2;14;15;16
104,17,104;11;10;0;1;2;14;153;154;17
104,101,104;11;12;13;101
104,102,104;11;12;102
104,103,104;11;103
104,104,104
104,105,104;11;10;105
104,121,104;11;10;0;1;2;14;153;154;17;121
104,122,104;11;10;0;1;2;14;153;154;17;122
104,123,104;11;10;0;1;2;14;15;123
104,124,104;11;10;0;1;2;14;15;124
104,125,104;11;10;0;1;2;14;125
104,151,104;11;10;151
104,152,104;11;10;151;152
104,153,104;11;10;0;1;2;14;153
104,154,104;11;10;0;1;2;14;153;154
104,191,104;11;191
104,192,104;11;10;0;1;2;14;15;192
105,0,105;10;0
105,1,105;10;0;1
105,2,105;10;0;1;2
105,10,105;10
105,11,105;10;11
105,12,105;10;11;12
105,13,105;10;151;152;13
105,14,105;10;0;1;2;14
105,15,105;10;0;1;2;14;15
105,16,105;10;0;1;2;14;15;16
105,17,105;10;0;1;2;14;153;154;17
105,101,105;10;151;152;13;101
105,102,105;10;11;12;102
105,103,105;10;11;103
105,104,105;10;11;104
105,105,105
105,121,105;10;0;1;2;14;153;154;17;121
105,122,105;10;0;1;2;14;153;154;17;122
105,123,105;10;0;1;2;14;15;123
105,124,105;10;0;1;2;14;15;124
105,125,105;10;0;1;2;14;125
105,151,105;10;151
105,152,105;10;151;152
105,153,105;10;0;1;2;14;153
105,154,105;10;0;1;2;14;153;154
105,191,105;10;11;191
105,192,105;10;0;1;2;14;15;192
121,0,121;17;154;153;14;2;1;0
121,1,121;17;154;153;14;2;1
121,2,121;17;154;153;14;2
121,10,121;17;154;153;14;2;1;0;10
121,11,121;17;154;153;14;2;1;0;10;11
121,12,121;17;154;153;14;2;1;0;10;11;12
121,13,121;17;154;153;14;2;1;0;10;151;152;13
121,14,121;17;154;153;14
121,15,121;17;16;15
121,16,121;17;16
121,17,121;17
121,101,121;17;154;153;14;2;1;0;10;151;152;13;101
121,102,121;17;154;153;14;2;1;0;10;11;12;102
121,103,121;17;154;153;14;2;1;0;10;11;103
121,104,121;17;154;153;14;2;1;0;10;11;104
121,105,121;17;154;153;14;2;1;0;10;105
121,121,121
121,122,121;17;122
121,123,121;17;16;15;123
121,124,121;17;16;15;124
121,125,121;17;154;153;14;125
121,151,121;17;154;153;14;2;1;0;10;151
121,152,121;17;154;153;14;2;1;0;10;151;152
121,153,121;17;154;153
121,154,121;17;154
121,191,121;17;154;153;14;2;1;0;10;11;191
121,192,121;17;16;15;192
122,0,122;17;154;153;14;2;1;0
122,1,122;17;154;153;14;2;1
122,2,122;17;154;153;14;2
122,10,122;17;154;153;14;2;1;0;10
122,11,122;17;154;153;14;2;1;0;10;11
122,12,122;17;154;153;14;2;1;0;10;11;12
122,13,122;17;154;153;14;2;1;0;10;151;152;13
122,14,122;17;154;153;14
122,15,122;17;16;15
122,16,122;17;16
122,17,122;17
122,101,122;17;154;153;14;2;1;0;10;151;152;13;101
122,102,122;17;154;153;14;2;1;0;10;11;12;102
122,103,122;17;154;153;14;2;1;0;10;11;103
122,104,122;17;154;153;14;2;1;0;10;11;104
122,105,122;17;154;153;14;2;1;0;10;105
122,121,122;17;121
122,122,122
122,123,122;17;16;15;123
122,124,122;17;16;15;124
122,125,122;17;154;153;14;125
122,151,122;17;154;153;14;2;1;0;10;151
122,152,122;17;154;153;14;2;1;0;10;151;152
122,153,122;17;154;153
122,154,122;17;154
122,191,122;17;154;153;14;2;1;0;10;11;191
122,192,122;17;16;15;192
123,0,123;15;14;2;1;0
123,1,123;15;14;2;1
123,2,123;15;14;2
123,10,123;15;14;2;1;0;10
123,11,123;15;14;2;1;0;10;11
123,12,123;15;14;2;1;0;10;11;12
123,13,123;15;14;2;1;0;10;151;152;13
123,14,123;15;14
123,15,123;15
123,16,123;15;16
123,17,123;15;16;17
123,101,123;15;14;2;1;0;10;151;152;13;101
123,102,123;15;14;2;1;0;10;11;12;102
123,103,123;15;14;2;1;0;10;11;103
123,104,123;15;14;2;1;0;10;11;104
123,105,123;15;14;2;1;0;10;105
123,121,123;15;16;17;121
123,122,123;15;16;17;122
123,123,123
123,124,123;15;124
123,125,123;15;14;125
123,151,123;15;14;2;1;0;10;151
123,152,123;15;14;2;1;0;10;151;152
123,153,123;15;14;153
123,154,123;15;16;17;154
123,191,123;15;14;2;1;0;10;11;191
123,192,123;15;192
124,0,124;15;14;2;1;0
124,1,124;15;14;2;1
124,2,124;15;14;2
124,10,124;15;14;2;1;0;10
124,11,124;15;14;2;1;0;10;11
124,12,124;15;14;2;1;0;10;11;12
124,13,124;15;14;2;1;0;10;151;152;13
124,14,124;15;14
124,15,124;15
124,16,124;15;16
124,17,124;15;16;17
124,101,124;15;14;2;1;0;10;151;152;13;101
124,102,124;15;14;2;1;0;10;11;12;102
124,103,124;15;14;2;1;0;10;11;103
124,104,124;15;14;2;1;0;10;11;104
124,105,124;15;14;2;1;0;10;105
124,121,124;15;16;17;121
124,122,124;15;16;17;122
124,123,124;15;123
124,124,124
124,125,124;15;14;125
124,151,124;15;14;2;1;0;10;151
124,152,124;15;14;2;1;0;10;151;152
124,153,124;15;14;153
124,154,124;15;16;17;154
124,191,124;15;14;2;1;0;10;11;191
124,192,124;15;192
125,0,125;14;2;1;0
125,1,125;14;2;1
125,2,125;14;2
125,10,125;14;2;1;0;10
125,11,125;14;2;1;0;10;11
125,12,125;14;2;1;0;10;11;12
125,13,125;14;2;1;0;10;151;152;13
125,14,125;14
125,15,125;14;15
125,16,125;14;15;16
125,17,125;14;153;154;17
125,101,125;14;2;1;0;10;151;152;13;101
125,102,125;14;2;1;0;10;11;12;102
125,103,125;14;2;1;0;10;11;103
125,104,125;14;2;1;0;10;11;104
125,105,125;14;2;1;0;10;105
125,121,125;14;153;154;17;121
125,122,125;14;153;154;17;122
125,123,125;14;15;123
125,124,125;14;15;124
125,125,125
125,151,125;14;2;1;0;10;151
125,152,125;14;2;1;0;10;151;152
125,153,125;14;153
125,154,125;14;153;154
125,191,125;14;2;1;0;10;11;191
125,192,125;14;15;192
151,0,151;10;0
151,1,151;10;0;1
151,2,151;10;0;1;2
151,10,151;10
151,11,151;10;11
151,12,151;10;11;12
151,13,151;152;13
151,14,151;10;0;1;2;14
151,15,151;10;0;1;2;14;15
151,16,151;10;0;1;2;14;15;16
151,17,151;10;0;1;2;14;153;154;17
151,101,151;152;13;101
151,102,151;10;11;12;102
151,103,151;10;11;103
151,104,151;10;11;104
151,105,151;10;105
151,121,151;10;0;1;2;14;153;154;17;121
151,122,151;10;0;1;2;14;153;154;17;122
151,123,151;10;0;1;2;14;15;123
151,124,151;10;0;1;2;14;15;124
151,125,151;10;0;1;2;14;125
151,151,151
151,152,151;152
151,153,151;10;0;1;2;14;153
151,154,151;10;0;1;2;14;153;154
151,191,151;10;11;191
151,192,151;10;0;1;2;14;15;192
152,0,152;151;10;0
152,1,152;151;10;0;1
152,2,152;151;10;0;1;2
152,10,152;151;10
152,11,152;151;10;11
152,12,152;13;12
152,13,152;13
152,14,152;151;10;0;1;2;14
152,15,152;151;10;0;1;2;14;15
152,16,152;151;10;0;1;2;14;15;16
152,17,152;151;10;0;1;2;14;153;154;17
152,101,152;13;101
152,102,152;13;12;102
152,103,152;151;10;11;103
152,104,152;151;10;11;104
152,105,152;151;10;105
152,121,152;151;10;0;1;2;14;153;154;17;121
152,122,152;151;10;0;1;2;14;153;154;17;122
152,123,152;151;10;0;1;2;14;15;123
152,124,152;151;10;0;1;2;14;15;124
152,125,152;151;10;0;1;2;14;125
152,151,152;151
152,152,152
152,153,152;151;10;0;1;2;14;153
152,154,152;151;10;0;1;2;14;153;154
152,191,152;151;10;11;191
152,192,152;151;10;0;1;2;14;15;192
153,0,153;14;2;1;0
153,1,153;14;2;1
153,2,153;14;2
153,10,153;14;2;1;0;10
153,11,153;14;2;1;0;10;11
153,12,153;14;2;1;0;10;11;12
153,13,153;14;2;1;0;10;151;152;13
153,14,153;14
153,15,153;14;15
153,16,153;14;15;16
153,17,153;154;17
153,101,153;14;2;1;0;10;151;152;13;101
153,102,153;14;2;1;0;10;11;12;102
153,103,153;14;2;1;0;10;11;103
153,104,153;14;2;1;0;10;11;104
153,105,153;14;2;1;0;10;105
153,121,153;154;17;121
153,122,153;154;17;122
153,123,153;14;15;123
153,124,153;14;15;124
153,125,153;14;125
153,151,153;14;2;1;0;10;151
153,152,153;14;2;1;0;10;151;152
153,153,153
153,154,153;154
153,191,153;14;2;1;0;10;11;191
153,192,153;14;15;192
154,0,154;153;14;2;1;0
154,1,154;153;14;2;1
154,2,154;153;14;2
154,10,154;153;14;2;1;0;10
154,11,154;153;14;2;1;0;10;11
154,12,154;153;14;2;1;0;10;11;12
154,13,154;153;14;2;1;0;10;151;152;13
154,14,154;153;14
154,15,154;17;16;15
154,16,154;17;16
154,17,154;17
154,101,154;153;14;2;1;0;10;151;152;13;101
154,102,154;153;14;2;1;0;10;11;12;102
154,103,154;153;14;2;1;0;10;11;103
154,104,154;153;14;2;1;0;10;11;104
154,105,154;153;14;2;1;0;10;105
154,121,154;17;121
154,122,154;17;122
154,123,154;17;16;15;123
154,124,154;17;16;15;124
154,125,154;153;14;125
154,151,154;153;14;2;1;0;10;151
154,152,154;153;14;2;1;0;10;151;152
154,153,154;153
154,154,154
154,191,154;153;14;2;1;0;10;11;191
154,192,154;17;16;15;192
191,0,191;11;10;0
191,1,191;11;10;0;1
191,2,191;11;10;0;1;2
191,10,191;11;10
191,11,191;11
191,12,191;11;12
191,13,191;11;12;13
191,14,191;11;10;0;1;2;14
191,15,191;11;10;0;1;2;14;15
191,16,191;11;10;0;1;2;14;15;16
191,17,191;11;10;0;1;2;14;153;154;17
191,101,191;11;12;13;101
191,102,191;11;12;102
191,103,191;11;103
191,104,191;11;104
191,105,191;11;10;105
191,121,191;11;10;0;1;2;14;153;154;17;121
191,122,191;11;10;0;1;2;14;153;154;17;122
191,123,191;11;10;0;1;2;14;15;123
191,124,191;11;10;0;1;2;14;15;124
191,125,191;11;10;0;1;2;14;125
191,151,191;11;10;151
191,152,191;11;10;151;152
191,153,191;11;10;0;1;2;14;153
191,154,191;11;10;0;1;2;14;153;154
191,191,191
191,192,191;11;10;0;1;2;14;15;192
192,0,192;15;14;2;1;0
192,1,192;15;14;2;1
192,2,192;15;14;2
192,10,192;15;14;2;1;0;10
192,11,192;15;14;2;1;0;10;11
192,12,192;15;14;2;1;0;10;11;12
192,13,192;15;14;2;1;0;10;151;152;13
192,14,192;15;14
192,15,192;15
192,16,192;15;16
192,17,192;15;16;17
192,101,192;15;14;2;1;0;10;151;152;13;101
192,102,192;15;14;2;1;0;10;11;12;102
192,103,192;15;14;2;1;0;10;11;103
192,104,192;15;14;2;1;0;10;11;104
192,105,192;15;14;2;1;0;10;105
192,121,192;15;16;17;121
192,122,192;15;16;17;122
192,123,192;15;123
192,124,192;15;124
192,125,192;15;14;125
192,151,192;15;14;2;1;0;10;151
192,152,192;15;14;2;1;0;10;151;152
192,153,192;15;14;153
192,154,192;15;16;17;154
192,191,192;15;14;2;1;0;10;11;191
192,192,192
